Simulation Time(s),Actual Time(in 24hr),Section ID,Flow (veh/hr)
36000.00,10:00,46996,6.00
36000.00,10:00,46997,12.00
36000.00,10:00,46998,39.00
36000.00,10:00,47001,57.00
36000.00,10:00,47012,0.00
36000.00,10:00,47013,1.00
36000.00,10:00,47020,47.00
36000.00,10:00,47023,58.00
36000.00,10:00,47034,1.00
36000.00,10:00,47035,2.00
36000.00,10:00,47036,48.00
36000.00,10:00,47039,64.00
36000.00,10:00,47050,0.00
36000.00,10:00,47051,0.00
36000.00,10:00,47052,49.00
36000.00,10:00,47055,63.00
36000.00,10:00,47066,2.00
36000.00,10:00,47067,1.00
36000.00,10:00,47068,49.00
36000.00,10:00,47071,64.00
36000.00,10:00,47082,3.00
36000.00,10:00,47083,0.00
36000.00,10:00,47084,52.00
36000.00,10:00,47087,64.00
36000.00,10:00,47098,55.00
36000.00,10:00,47101,64.00
36000.00,10:00,47104,0.00
36000.00,10:00,47105,1.00
36000.00,10:00,47114,2.00
36000.00,10:00,47115,3.00
36000.00,10:00,47116,66.00
36000.00,10:00,47119,57.00
36000.00,10:00,47130,66.00
36000.00,10:00,47133,60.00
36000.00,10:00,47136,0.00
36000.00,10:00,47137,3.00
36000.00,10:00,47145,1.00
36000.00,10:00,47146,2.00
36000.00,10:00,47147,67.00
36000.00,10:00,47150,62.00
36000.00,10:00,47190,75.00
36000.00,10:00,47196,37.00
36000.00,10:00,47197,61.00
36000.00,10:00,47200,147.00
36000.00,10:00,47211,4.00
36000.00,10:00,47213,1.00
36000.00,10:00,47214,225.00
36000.00,10:00,47217,148.00
36000.00,10:00,47227,3.00
36000.00,10:00,47228,2.00
36000.00,10:00,47229,226.00
36000.00,10:00,47232,148.00
36000.00,10:00,47243,2.00
36000.00,10:00,47244,1.00
36000.00,10:00,47245,226.00
36000.00,10:00,47248,147.00
36000.00,10:00,47259,0.00
36000.00,10:00,47262,3.00
36000.00,10:00,47263,231.00
36000.00,10:00,47266,146.00
36000.00,10:00,47276,5.00
36000.00,10:00,47277,2.00
36000.00,10:00,47278,230.00
36000.00,10:00,47281,145.00
36000.00,10:00,47291,8.00
36000.00,10:00,47292,14.00
36000.00,10:00,47293,232.00
36000.00,10:00,47296,147.00
36000.00,10:00,47307,8.00
36000.00,10:00,47310,9.00
36000.00,10:00,47311,240.00
36000.00,10:00,47314,151.00
36000.00,10:00,47325,6.00
36000.00,10:00,47326,5.00
36000.00,10:00,47327,249.00
36000.00,10:00,47330,151.00
36000.00,10:00,47341,5.00
36000.00,10:00,47344,10.00
36000.00,10:00,47345,250.00
36000.00,10:00,47348,154.00
36000.00,10:00,47351,258.00
36000.00,10:00,47354,159.00
36000.00,10:00,47357,154.00
36000.00,10:00,47360,258.00
36000.00,10:00,47371,12.00
36000.00,10:00,47372,27.00
36000.00,10:00,47393,416.00
36000.00,10:00,47398,0.00
36000.00,10:00,47402,0.00
36000.00,10:00,47403,380.00
36000.00,10:00,47406,427.00
36000.00,10:00,47416,0.00
36000.00,10:00,47417,0.00
36000.00,10:00,47418,426.00
36000.00,10:00,47421,378.00
36000.00,10:00,47434,417.00
36000.00,10:00,47437,419.00
36000.00,10:00,47440,390.00
36000.00,10:00,47443,417.00
36000.00,10:00,47446,384.00
36000.00,10:00,47450,15.00
36000.00,10:00,47451,28.00
36000.00,10:00,47452,28.00
36000.00,10:00,47461,43.00
36000.00,10:00,47464,25.00
36000.00,10:00,47467,43.00
36000.00,10:00,47470,3.00
36000.00,10:00,47471,3.00
36000.00,10:00,47472,8.00
36000.00,10:00,47483,9.00
36000.00,10:00,47486,14.00
36000.00,10:00,47492,35.00
36000.00,10:00,47495,15.00
36000.00,10:00,47499,7.00
36000.00,10:00,47500,10.00
36000.00,10:00,47501,10.00
36000.00,10:00,47504,25.00
36000.00,10:00,47507,35.00
36000.00,10:00,47522,28.00
36000.00,10:00,47525,9.00
36000.00,10:00,47528,6.00
36000.00,10:00,47529,14.00
36000.00,10:00,47530,6.00
36000.00,10:00,47536,9.00
36000.00,10:00,47539,28.00
36000.00,10:00,47542,15.00
36000.00,10:00,47566,408.00
36000.00,10:00,47569,393.00
36000.00,10:00,47581,385.00
36000.00,10:00,47585,0.00
36000.00,10:00,47586,4.00
36000.00,10:00,47587,373.00
36000.00,10:00,47590,415.00
36000.00,10:00,47600,0.00
36000.00,10:00,47601,2.00
36000.00,10:00,47602,375.00
36000.00,10:00,47605,413.00
36000.00,10:00,47617,6.00
36000.00,10:00,47620,4.00
36000.00,10:00,47621,380.00
36000.00,10:00,47624,412.00
36000.00,10:00,47627,413.00
36000.00,10:00,47630,415.00
36000.00,10:00,47633,380.00
36000.00,10:00,47656,416.00
36000.00,10:00,47662,413.00
36000.00,10:00,47665,0.00
36000.00,10:00,47666,5.00
36000.00,10:00,47667,411.00
36000.00,10:00,47670,384.00
36000.00,10:00,47683,411.00
36000.00,10:00,47686,171.00
36000.00,10:00,47687,150.00
36000.00,10:00,47688,143.00
36000.00,10:00,47691,145.00
36000.00,10:00,47702,2.00
36000.00,10:00,47705,8.00
36000.00,10:00,47706,88.00
36000.00,10:00,47709,166.00
36000.00,10:00,47720,0.00
36000.00,10:00,47723,0.00
36000.00,10:00,47724,166.00
36000.00,10:00,47727,89.00
36000.00,10:00,47738,0.00
36000.00,10:00,47739,0.00
36000.00,10:00,47740,167.00
36000.00,10:00,47743,89.00
36000.00,10:00,47754,0.00
36000.00,10:00,47757,3.00
36000.00,10:00,47758,90.00
36000.00,10:00,47761,164.00
36000.00,10:00,47771,8.00
36000.00,10:00,47775,3.00
36000.00,10:00,47776,91.00
36000.00,10:00,47779,161.00
36000.00,10:00,47789,1.00
36000.00,10:00,47790,6.00
36000.00,10:00,47791,93.00
36000.00,10:00,47794,155.00
36000.00,10:00,47805,7.00
36000.00,10:00,47806,2.00
36000.00,10:00,47807,177.00
36000.00,10:00,47810,96.00
36000.00,10:00,47821,0.00
36000.00,10:00,47824,0.00
36000.00,10:00,47826,122.00
36000.00,10:00,47829,177.00
36000.00,10:00,47839,4.00
36000.00,10:00,47843,2.00
36000.00,10:00,47844,121.00
36000.00,10:00,47847,177.00
36000.00,10:00,47858,11.00
36000.00,10:00,47861,40.00
36000.00,10:00,47862,178.00
36000.00,10:00,47865,123.00
36000.00,10:00,47875,403.00
36000.00,10:00,47878,324.00
36000.00,10:00,47881,403.00
36000.00,10:00,47884,302.00
36000.00,10:00,47887,317.00
36000.00,10:00,47890,319.00
36000.00,10:00,47906,22.00
36000.00,10:00,47909,319.00
36000.00,10:00,47912,337.00
36000.00,10:00,47915,1.00
36000.00,10:00,47923,67.00
36000.00,10:00,47927,68.00
36000.00,10:00,47928,90.00
36000.00,10:00,47929,89.00
36000.00,10:00,47930,0.00
36000.00,10:00,47934,0.00
36000.00,10:00,47935,68.00
36000.00,10:00,47938,90.00
36000.00,10:00,47949,304.00
36000.00,10:00,47952,343.00
36000.00,10:00,47955,304.00
36000.00,10:00,47958,343.00
36000.00,10:00,47970,307.00
36000.00,10:00,47973,298.00
36000.00,10:00,47977,58.00
36000.00,10:00,47980,106.00
36000.00,10:00,47981,22.00
36000.00,10:00,47985,6.00
36000.00,10:00,47986,292.00
36000.00,10:00,47989,310.00
36000.00,10:00,48010,7.00
36000.00,10:00,48013,9.00
36000.00,10:00,48014,322.00
36000.00,10:00,48017,297.00
36000.00,10:00,48027,0.00
36000.00,10:00,48028,0.00
36000.00,10:00,48029,297.00
36000.00,10:00,48032,317.00
36000.00,10:00,48042,7.00
36000.00,10:00,48046,2.00
36000.00,10:00,48047,317.00
36000.00,10:00,48050,294.00
36000.00,10:00,48061,8.00
36000.00,10:00,48064,8.00
36000.00,10:00,48065,321.00
36000.00,10:00,48068,291.00
36000.00,10:00,48071,319.00
36000.00,10:00,48075,3.00
36000.00,10:00,48079,9.00
36000.00,10:00,48082,294.00
36000.00,10:00,48085,316.00
36000.00,10:00,48088,309.00
36000.00,10:00,48091,295.00
36000.00,10:00,48109,9.00
36000.00,10:00,48112,11.00
36000.00,10:00,48113,311.00
36000.00,10:00,48116,292.00
36000.00,10:00,48127,5.00
36000.00,10:00,48130,6.00
36000.00,10:00,48139,14.00
36000.00,10:00,48142,8.00
36000.00,10:00,48143,308.00
36000.00,10:00,48146,297.00
36000.00,10:00,48156,2.00
36000.00,10:00,48157,5.00
36000.00,10:00,48158,305.00
36000.00,10:00,48161,293.00
36000.00,10:00,48172,11.00
36000.00,10:00,48175,4.00
36000.00,10:00,48176,305.00
36000.00,10:00,48179,296.00
36000.00,10:00,48189,5.00
36000.00,10:00,48193,8.00
36000.00,10:00,48194,299.00
36000.00,10:00,48197,297.00
36000.00,10:00,48200,297.00
36000.00,10:00,48203,292.00
36000.00,10:00,48216,0.00
36000.00,10:00,48219,0.00
36000.00,10:00,48220,287.00
36000.00,10:00,48223,291.00
36000.00,10:00,48233,280.00
36000.00,10:00,48236,293.00
36000.00,10:00,48239,417.00
36000.00,10:00,48253,13.00
36000.00,10:00,48254,7.00
36000.00,10:00,48255,536.00
36000.00,10:00,48258,412.00
36000.00,10:00,48261,536.00
36000.00,10:00,48264,411.00
36000.00,10:00,48277,20.00
36000.00,10:00,48280,4.00
36000.00,10:00,48281,415.00
36000.00,10:00,48284,526.00
36000.00,10:00,48287,526.00
36000.00,10:00,48299,5.00
36000.00,10:00,48300,7.00
36000.00,10:00,48306,506.00
36000.00,10:00,48309,421.00
36000.00,10:00,48320,8.00
36000.00,10:00,48323,10.00
36000.00,10:00,48324,507.00
36000.00,10:00,48327,422.00
36000.00,10:00,48337,5.00
36000.00,10:00,48338,4.00
36000.00,10:00,48339,509.00
36000.00,10:00,48342,426.00
36000.00,10:00,48345,5.00
36000.00,10:00,48346,4.00
36000.00,10:00,48363,508.00
36000.00,10:00,48366,504.00
36000.00,10:00,48369,519.00
36000.00,10:00,48372,429.00
36000.00,10:00,48375,520.00
36000.00,10:00,48378,429.00
36000.00,10:00,48381,429.00
36000.00,10:00,48384,427.00
36000.00,10:00,48387,19.00
36000.00,10:00,48388,3.00
36000.00,10:00,48400,2.00
36000.00,10:00,48404,3.00
36000.00,10:00,48413,6.00
36000.00,10:00,48416,7.00
36000.00,10:00,48417,517.00
36000.00,10:00,48420,430.00
36000.00,10:00,48430,15.00
36000.00,10:00,48435,5.00
36000.00,10:00,48436,434.00
36000.00,10:00,48439,530.00
36000.00,10:00,48449,529.00
36000.00,10:00,48452,433.00
36000.00,10:00,48464,26.00
36000.00,10:00,48467,12.00
36000.00,10:00,48468,534.00
36000.00,10:00,48471,452.00
36000.00,10:00,48474,536.00
36000.00,10:00,48485,131.00
36000.00,10:00,48489,49.00
36000.00,10:00,48490,535.00
36000.00,10:00,48493,451.00
36000.00,10:00,48496,451.00
36000.00,10:00,48507,622.00
36000.00,10:00,48510,512.00
36000.00,10:00,48513,620.00
36000.00,10:00,48516,619.00
36000.00,10:00,48519,419.00
36000.00,10:00,48522,78.00
36000.00,10:00,48523,43.00
36000.00,10:00,48539,530.00
36000.00,10:00,48545,583.00
36000.00,10:00,48557,88.00
36000.00,10:00,48560,75.00
36000.00,10:00,48564,0.00
36000.00,10:00,48567,4.00
36000.00,10:00,48575,4.00
36000.00,10:00,48576,78.00
36000.00,10:00,48579,90.00
36000.00,10:00,48585,2.00
36000.00,10:00,48594,3.00
36000.00,10:00,48595,2.00
36000.00,10:00,48596,77.00
36000.00,10:00,48599,89.00
36000.00,10:00,48610,1.00
36000.00,10:00,48613,0.00
36000.00,10:00,48614,76.00
36000.00,10:00,48617,91.00
36000.00,10:00,48628,0.00
36000.00,10:00,48631,0.00
36000.00,10:00,48632,76.00
36000.00,10:00,48635,90.00
36000.00,10:00,48645,2.00
36000.00,10:00,48649,1.00
36000.00,10:00,48650,77.00
36000.00,10:00,48653,87.00
36000.00,10:00,48664,0.00
36000.00,10:00,48667,0.00
36000.00,10:00,48668,78.00
36000.00,10:00,48671,92.00
36000.00,10:00,48681,0.00
36000.00,10:00,48682,0.00
36000.00,10:00,48683,92.00
36000.00,10:00,48686,77.00
36000.00,10:00,48696,0.00
36000.00,10:00,48697,2.00
36000.00,10:00,48700,0.00
36000.00,10:00,48701,0.00
36000.00,10:00,48702,92.00
36000.00,10:00,48705,77.00
36000.00,10:00,48721,0.00
36000.00,10:00,48722,0.00
36000.00,10:00,48723,98.00
36000.00,10:00,48726,77.00
36000.00,10:00,48736,68.00
36000.00,10:00,48737,161.00
36000.00,10:00,48744,101.00
36000.00,10:00,48747,228.00
36000.00,10:00,48758,1.00
36000.00,10:00,48761,0.00
36000.00,10:00,48762,223.00
36000.00,10:00,48765,253.00
36000.00,10:00,48775,70.00
36000.00,10:00,48776,155.00
36000.00,10:00,48779,260.00
36000.00,10:00,48782,84.00
36000.00,10:00,48790,3.00
36000.00,10:00,48791,62.00
36000.00,10:00,48794,42.00
36000.00,10:00,48795,8.00
36000.00,10:00,48796,89.00
36000.00,10:00,48799,179.00
36000.00,10:00,48815,42.00
36000.00,10:00,48816,46.00
36000.00,10:00,48817,47.00
36000.00,10:00,48820,116.00
36000.00,10:00,48830,47.00
36000.00,10:00,48834,36.00
36000.00,10:00,48836,0.00
36000.00,10:00,48839,0.00
36000.00,10:00,48840,73.00
36000.00,10:00,48859,23.00
36000.00,10:00,48860,27.00
36000.00,10:00,48861,67.00
36000.00,10:00,48864,43.00
36000.00,10:00,48876,234.00
36000.00,10:00,48879,263.00
36000.00,10:00,48880,198.00
36000.00,10:00,48883,268.00
36000.00,10:00,48893,220.00
36000.00,10:00,48896,156.00
36000.00,10:00,48906,8.00
36000.00,10:00,48908,176.00
36000.00,10:00,48911,155.00
36000.00,10:00,48921,2.00
36000.00,10:00,48927,5.00
36000.00,10:00,48928,181.00
36000.00,10:00,48931,159.00
36000.00,10:00,48934,7.00
36000.00,10:00,48942,0.00
36000.00,10:00,48943,8.00
36000.00,10:00,48944,160.00
36000.00,10:00,48947,187.00
36000.00,10:00,48957,9.00
36000.00,10:00,48958,2.00
36000.00,10:00,48959,195.00
36000.00,10:00,48962,159.00
36000.00,10:00,48972,7.00
36000.00,10:00,48974,1.00
36000.00,10:00,48980,202.00
36000.00,10:00,48983,157.00
36000.00,10:00,48993,134.00
36000.00,10:00,48996,207.00
36000.00,10:00,49006,98.00
36000.00,10:00,49009,190.00
36000.00,10:00,49019,150.00
36000.00,10:00,49022,152.00
36000.00,10:00,49032,14.00
36000.00,10:00,49036,2.00
36000.00,10:00,49037,215.00
36000.00,10:00,49040,154.00
36000.00,10:00,49050,11.00
36000.00,10:00,49054,2.00
36000.00,10:00,49055,225.00
36000.00,10:00,49058,156.00
36000.00,10:00,49069,20.00
36000.00,10:00,49070,4.00
36000.00,10:00,49076,231.00
36000.00,10:00,49079,152.00
36000.00,10:00,49089,27.00
36000.00,10:00,49091,241.00
36000.00,10:00,49094,153.00
36000.00,10:00,49104,4.00
36000.00,10:00,49116,268.00
36000.00,10:00,49119,157.00
36000.00,10:00,49122,0.00
36000.00,10:00,49124,0.00
36000.00,10:00,49125,271.00
36000.00,10:00,49128,157.00
36000.00,10:00,49131,263.00
36000.00,10:00,49134,0.00
36000.00,10:00,49135,0.00
36000.00,10:00,49141,156.00
36000.00,10:00,49156,263.00
36000.00,10:00,49160,31.00
36000.00,10:00,49163,27.00
36000.00,10:00,49164,26.00
36000.00,10:00,49167,466.00
36000.00,10:00,49170,401.00
36000.00,10:00,49173,457.00
36000.00,10:00,49176,455.00
36000.00,10:00,49179,571.00
36000.00,10:00,49182,402.00
36000.00,10:00,49185,401.00
36000.00,10:00,49188,401.00
36000.00,10:00,49243,2.00
36000.00,10:00,49246,0.00
36000.00,10:00,49247,0.00
36000.00,10:00,49250,0.00
36000.00,10:00,49251,407.00
36000.00,10:00,49254,402.00
36000.00,10:00,49257,0.00
36000.00,10:00,49260,401.00
36000.00,10:00,49264,405.00
36000.00,10:00,49267,402.00
36000.00,10:00,49273,401.00
36000.00,10:00,49276,402.00
36000.00,10:00,49297,1.00
36000.00,10:00,49300,5.00
36000.00,10:00,49306,1.00
36000.00,10:00,49307,4.00
36000.00,10:00,49308,400.00
36000.00,10:00,49311,403.00
36000.00,10:00,49314,398.00
36000.00,10:00,49317,398.00
36000.00,10:00,49339,6.00
36000.00,10:00,49341,12.00
36000.00,10:00,49342,445.00
36000.00,10:00,49345,579.00
36000.00,10:00,49348,14.00
36000.00,10:00,49349,4.00
36000.00,10:00,49350,14.00
36000.00,10:00,49353,12.00
36000.00,10:00,49356,459.00
36000.00,10:00,49359,579.00
36000.00,10:00,49362,579.00
36000.00,10:00,49365,583.00
36000.00,10:00,49368,445.00
36000.00,10:00,49371,445.00
36000.00,10:00,49401,5.00
36000.00,10:00,49402,0.00
36000.00,10:00,49404,3.00
36000.00,10:00,49405,12.00
36000.00,10:00,49407,11.00
36000.00,10:00,49409,2.00
36000.00,10:00,49415,594.00
36000.00,10:00,49418,430.00
36000.00,10:00,49421,430.00
36000.00,10:00,49432,3.00
36000.00,10:00,49435,433.00
36000.00,10:00,49441,433.00
36000.00,10:00,49444,0.00
36000.00,10:00,49445,0.00
36000.00,10:00,49446,433.00
36000.00,10:00,49455,591.00
36000.00,10:00,49458,592.00
36000.00,10:00,49479,586.00
36000.00,10:00,49504,278.00
36000.00,10:00,49512,258.00
36000.00,10:00,49515,273.00
36000.00,10:00,49518,12.00
36000.00,10:00,49519,1.00
36000.00,10:00,49528,6.00
36000.00,10:00,49529,255.00
36000.00,10:00,49532,267.00
36000.00,10:00,49542,1.00
36000.00,10:00,49548,0.00
36000.00,10:00,49550,0.00
36000.00,10:00,49556,6.00
36000.00,10:00,49557,13.00
36000.00,10:00,49565,1.00
36000.00,10:00,49567,1.00
36000.00,10:00,49573,6.00
36000.00,10:00,49576,12.00
36000.00,10:00,49587,7.00
36000.00,10:00,49596,9.00
36000.00,10:00,49599,13.00
36000.00,10:00,49602,12.00
36000.00,10:00,49603,3.00
36000.00,10:00,49620,0.00
36000.00,10:00,49623,1.00
36000.00,10:00,49628,0.00
36000.00,10:00,49631,12.00
36000.00,10:00,49634,9.00
36000.00,10:00,49644,1.00
36000.00,10:00,49645,2.00
36000.00,10:00,49646,12.00
36000.00,10:00,49649,9.00
36000.00,10:00,49664,209.00
36000.00,10:00,49665,26.00
36000.00,10:00,49666,1.00
36000.00,10:00,49668,6.00
36000.00,10:00,49669,3.00
36000.00,10:00,49670,12.00
36000.00,10:00,49678,117.00
36000.00,10:00,49681,213.00
36000.00,10:00,49703,0.00
36000.00,10:00,49731,223.00
36000.00,10:00,49732,146.00
36000.00,10:00,49734,0.00
36000.00,10:00,49735,1.00
36000.00,10:00,49736,144.00
36000.00,10:00,49739,222.00
36000.00,10:00,49753,4.00
36000.00,10:00,49754,224.00
36000.00,10:00,49757,144.00
36000.00,10:00,49767,0.00
36000.00,10:00,49780,0.00
36000.00,10:00,49781,0.00
36000.00,10:00,49796,43.00
36000.00,10:00,49799,42.00
36000.00,10:00,49802,0.00
36000.00,10:00,49803,0.00
36000.00,10:00,49811,0.00
36000.00,10:00,49812,3.00
36000.00,10:00,49813,127.00
36000.00,10:00,49816,207.00
36000.00,10:00,49826,1.00
36000.00,10:00,49827,0.00
36000.00,10:00,49835,0.00
36000.00,10:00,49836,1.00
36000.00,10:00,49837,122.00
36000.00,10:00,49840,208.00
36000.00,10:00,49854,0.00
36000.00,10:00,49857,0.00
36000.00,10:00,49858,123.00
36000.00,10:00,49861,208.00
36000.00,10:00,49872,0.00
36000.00,10:00,49875,0.00
36000.00,10:00,49881,121.00
36000.00,10:00,49884,207.00
36000.00,10:00,49887,0.00
36000.00,10:00,49888,2.00
36000.00,10:00,49903,87.00
36000.00,10:00,49904,105.00
36000.00,10:00,49905,130.00
36000.00,10:00,49908,131.00
36000.00,10:00,49918,0.00
36000.00,10:00,49919,0.00
36000.00,10:00,49920,83.00
36000.00,10:00,49923,106.00
36000.00,10:00,49933,1.00
36000.00,10:00,49934,0.00
36000.00,10:00,49935,82.00
36000.00,10:00,49938,106.00
36000.00,10:00,49948,61.00
36000.00,10:00,49951,151.00
36000.00,10:00,49961,0.00
36000.00,10:00,49965,0.00
36000.00,10:00,49966,66.00
36000.00,10:00,49969,66.00
36000.00,10:00,49979,0.00
36000.00,10:00,49983,0.00
36000.00,10:00,49984,67.00
36000.00,10:00,49987,67.00
36000.00,10:00,49997,57.00
36000.00,10:00,49998,32.00
36000.00,10:00,50000,0.00
36000.00,10:00,50003,0.00
36000.00,10:00,50004,56.00
36000.00,10:00,50007,34.00
36000.00,10:00,50017,165.00
36000.00,10:00,50018,70.00
36000.00,10:00,50027,134.00
36000.00,10:00,50038,61.00
36000.00,10:00,50041,33.00
36000.00,10:00,50049,84.00
36000.00,10:00,50066,0.00
36000.00,10:00,50069,60.00
36000.00,10:00,50073,52.00
36000.00,10:00,50074,0.00
36000.00,10:00,50077,35.00
36000.00,10:00,50087,34.00
36000.00,10:00,50093,5.00
36000.00,10:00,50097,5.00
36000.00,10:00,50098,20.00
36000.00,10:00,50101,11.00
36000.00,10:00,50112,3.00
36000.00,10:00,50116,0.00
36000.00,10:00,50119,19.00
36000.00,10:00,50122,7.00
36000.00,10:00,50133,7.00
36000.00,10:00,50136,3.00
36000.00,10:00,50137,23.00
36000.00,10:00,50140,9.00
36000.00,10:00,50143,2.00
36000.00,10:00,50144,3.00
36000.00,10:00,50161,2.00
36000.00,10:00,50170,132.00
36000.00,10:00,50173,130.00
36000.00,10:00,50177,0.00
36000.00,10:00,50180,5.00
36000.00,10:00,50187,127.00
36000.00,10:00,50194,2.00
36000.00,10:00,50199,198.00
36000.00,10:00,50207,0.00
36000.00,10:00,50210,4.00
36000.00,10:00,50211,196.00
36000.00,10:00,50214,112.00
36000.00,10:00,50224,5.00
36000.00,10:00,50228,0.00
36000.00,10:00,50229,106.00
36000.00,10:00,50232,200.00
36000.00,10:00,50242,105.00
36000.00,10:00,50245,201.00
36000.00,10:00,50248,9.00
36000.00,10:00,50250,8.00
36000.00,10:00,50273,3.00
36000.00,10:00,50274,5.00
36000.00,10:00,50275,102.00
36000.00,10:00,50278,184.00
36000.00,10:00,50294,182.00
36000.00,10:00,50298,0.00
36000.00,10:00,50301,0.00
36000.00,10:00,50302,103.00
36000.00,10:00,50305,181.00
36000.00,10:00,50315,181.00
36000.00,10:00,50322,2.00
36000.00,10:00,50323,5.00
36000.00,10:00,50329,102.00
36000.00,10:00,50332,183.00
36000.00,10:00,50338,103.00
36000.00,10:00,50341,102.00
36000.00,10:00,50351,2.00
36000.00,10:00,50353,3.00
36000.00,10:00,50354,98.00
36000.00,10:00,50357,178.00
36000.00,10:00,50373,94.00
36000.00,10:00,50376,97.00
36000.00,10:00,50379,178.00
36000.00,10:00,50385,180.00
36000.00,10:00,50388,98.00
36000.00,10:00,50391,95.00
36000.00,10:00,50400,183.00
36000.00,10:00,50409,0.00
36000.00,10:00,50416,0.00
36000.00,10:00,50419,0.00
36000.00,10:00,50420,0.00
36000.00,10:00,50426,105.00
36000.00,10:00,50429,182.00
36000.00,10:00,50446,0.00
36000.00,10:00,50450,0.00
36000.00,10:00,50453,183.00
36000.00,10:00,50456,103.00
36000.00,10:00,50466,51.00
36000.00,10:00,50467,38.00
36000.00,10:00,50478,18.00
36000.00,10:00,50486,0.00
36000.00,10:00,50498,0.00
36000.00,10:00,50507,34.00
36000.00,10:00,50517,0.00
36000.00,10:00,50521,0.00
36000.00,10:00,50522,37.00
36000.00,10:00,50525,47.00
36000.00,10:00,50538,0.00
36000.00,10:00,50539,5.00
36000.00,10:00,50545,43.00
36000.00,10:00,50546,50.00
36000.00,10:00,50554,2.00
36000.00,10:00,50556,46.00
36000.00,10:00,50565,0.00
36000.00,10:00,50575,54.00
36000.00,10:00,50577,0.00
36000.00,10:00,50579,3.00
36000.00,10:00,50586,53.00
36000.00,10:00,50587,52.00
36000.00,10:00,50698,16.00
36000.00,10:00,50703,16.00
36000.00,10:00,50719,23.00
36000.00,10:00,50722,22.00
36000.00,10:00,50731,1.00
36000.00,10:00,50747,24.00
36000.00,10:00,50750,39.00
36000.00,10:00,50758,52.00
36000.00,10:00,50761,49.00
36000.00,10:00,50772,35.00
36000.00,10:00,50775,5.00
36000.00,10:00,50781,583.00
36000.00,10:00,50784,530.00
36000.00,10:00,50790,550.00
36000.00,10:00,50801,224.00
36000.00,10:00,50857,403.00
36000.00,10:00,50863,409.00
36000.00,10:00,50866,385.00
36000.00,10:00,50872,384.00
36000.00,10:00,50875,123.00
36000.00,10:00,50878,205.00
36000.00,10:00,50881,147.00
36000.00,10:00,50884,224.00
36000.00,10:00,50887,3.00
36000.00,10:00,50888,1.00
36000.00,10:00,50895,223.00
36000.00,10:00,50898,141.00
36000.00,10:00,50908,139.00
36000.00,10:00,50911,212.00
36000.00,10:00,50914,25.00
36000.00,10:00,50917,16.00
36000.00,10:00,50920,3.00
36000.00,10:00,50922,9.00
36000.00,10:00,50933,205.00
36000.00,10:00,50939,202.00
36000.00,10:00,50942,111.00
36000.00,10:00,50945,198.00
36000.00,10:00,50948,1.00
36000.00,10:00,50950,1.00
36000.00,10:00,50958,35.00
36000.00,10:00,50961,30.00
36000.00,10:00,50964,0.00
36000.00,10:00,50965,0.00
36000.00,10:00,50966,92.00
36000.00,10:00,50969,88.00
36000.00,10:00,50979,0.00
36000.00,10:00,50980,2.00
36000.00,10:00,50981,90.00
36000.00,10:00,50984,88.00
36000.00,10:00,50994,0.00
36000.00,10:00,51000,0.00
36000.00,10:00,51001,0.00
36000.00,10:00,51015,0.00
36000.00,10:00,51021,20.00
36000.00,10:00,51024,27.00
36000.00,10:00,51027,48.00
36000.00,10:00,51030,38.00
36000.00,10:00,51036,0.00
36000.00,10:00,51039,0.00
36000.00,10:00,51048,0.00
36000.00,10:00,51051,18.00
36000.00,10:00,51054,17.00
36000.00,10:00,51066,16.00
36000.00,10:00,51069,35.00
36000.00,10:00,51072,22.00
36000.00,10:00,51075,7.00
36000.00,10:00,51082,71.00
36000.00,10:00,51085,109.00
36000.00,10:00,51088,53.00
36000.00,10:00,51091,51.00
36000.00,10:00,51101,45.00
36000.00,10:00,51104,41.00
36000.00,10:00,51111,13.00
36000.00,10:00,51114,79.00
36000.00,10:00,51119,43.00
36000.00,10:00,51122,78.00
36000.00,10:00,51139,26.00
36000.00,10:00,51142,12.00
36000.00,10:00,51151,0.00
36000.00,10:00,51154,0.00
36000.00,10:00,51160,68.00
36000.00,10:00,51163,90.00
36000.00,10:00,51166,106.00
36000.00,10:00,51169,58.00
36000.00,10:00,51177,3.00
36000.00,10:00,51180,8.00
36000.00,10:00,51187,18.00
36000.00,10:00,51190,20.00
36000.00,10:00,51196,256.00
36000.00,10:00,51199,324.00
36000.00,10:00,51202,25.00
36000.00,10:00,51203,20.00
36000.00,10:00,51211,25.00
36000.00,10:00,51214,20.00
36000.00,10:00,51221,74.00
36000.00,10:00,51224,48.00
36000.00,10:00,51231,6.00
36000.00,10:00,51234,36.00
36000.00,10:00,51242,24.00
36000.00,10:00,51245,20.00
36000.00,10:00,51250,0.00
36000.00,10:00,51251,6.00
36000.00,10:00,51259,0.00
36000.00,10:00,51262,6.00
36000.00,10:00,51270,2.00
36000.00,10:00,51273,1.00
36000.00,10:00,51280,2.00
36000.00,10:00,51283,1.00
36000.00,10:00,51286,3.00
36000.00,10:00,51289,2.00
36000.00,10:00,51298,14.00
36000.00,10:00,51301,8.00
36000.00,10:00,51308,3.00
36000.00,10:00,51311,2.00
36000.00,10:00,51318,0.00
36000.00,10:00,51321,0.00
36000.00,10:00,51328,146.00
36000.00,10:00,51331,229.00
36000.00,10:00,51334,0.00
36000.00,10:00,51343,0.00
36000.00,10:00,51355,3.00
36000.00,10:00,51358,9.00
36000.00,10:00,51365,4.00
